Gene	Name
Traes_4DL_8DBE42AE9	NADP-MDH
Traes_7DS_309E71F44	NADP-MDH
Traes_7BL_0367BBFE6	NADP-MDH
Traes_5AL_3AB81DF9B	NADP-MDH
