Gene	Name
Traes_3AL_FE8836E99	CA
Traes_3B_E991FA792	CA
Traes_3DL_90DF5777B	CA
Traes_3DL_B58F5DEEF	CA
Traes_3AL_4F4132490	CA
Traes_3B_73957187E	CA
Traes_3B_0E2257A61	CA
Traes_5AS_F2D18E635	CA
Traes_7AL_1C45A006F	CA
Traes_7BL_0D56AD95C	CA
Traes_7BL_C91DBD66C	CA
Traes_7DL_F7D784F1F	CA
Traes_4AL_DAC0BD20D	CA
Traes_7DL_37524282D	CA
Traes_7AL_9812088EB	CA
Traes_7DL_B228E9EA8	CA
Traes_7AL_1C2CD20D1	CA
Traes_7BL_D78991051	CA
Traes_5BL_0C2E9CD85	CA
Traes_5AL_6FB526190	CA
Traes_5DL_CA09C31F9	CA
